ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3322,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7
3323,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7
3324,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
3325,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7
3326,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7
3327,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7
3328,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7
3329,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7
3330,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7
3331,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
3332,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
3333,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7
3334,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
3335,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,7
3336,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7
3337,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
3338,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,7
3339,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
3340,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7
3341,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
3342,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
3343,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7
3344,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
3345,6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7
3346,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7
3347,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
3348,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
3349,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
3350,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
3351,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7
3352,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7
3353,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7
3354,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
3355,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
3356,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7
3357,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
3358,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
3359,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
3360,8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7
3361,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
3362,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7
3363,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7
3364,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
3365,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7
3366,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7
3367,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
3368,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
3369,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
3370,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
3371,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
3372,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7
3373,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7
3374,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7
3375,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
3376,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7
3377,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
3378,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7
3379,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7
3380,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7
3381,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7
3382,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7
3383,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7
3384,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7
3385,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7
3386,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
3387,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7
3388,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
3389,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7
3390,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7
3391,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7
3392,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7
3393,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
3394,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
3395,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
3396,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7
3397,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
3398,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
3399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
3400,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
3401,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
3402,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7
3403,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
3404,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7
3405,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
3406,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
3407,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7
3408,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7
3409,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7
3410,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7
3411,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
3412,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7
3413,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7
3414,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7
3415,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
3416,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7
3417,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7
3418,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
3419,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7
3420,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
3421,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7
3422,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7
3423,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7
3424,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7
3425,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7
3426,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7
3427,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
3428,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7
3429,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
3430,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7
3431,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7
3432,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
3433,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7
3434,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
3435,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
3436,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7
3437,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
3438,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7
3439,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
3440,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
3441,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
3442,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
3443,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
3444,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
3445,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
3446,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
3447,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
3448,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
3449,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7
3450,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7
3451,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7
3452,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7
3453,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7
3454,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7
3455,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
3456,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
3457,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7
3458,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
3459,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7
3460,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
3461,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
3462,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
3463,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
3464,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
3465,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
3466,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
3467,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
3468,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7
3469,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
3470,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7
3471,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7
3472,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
3473,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7
3474,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
3475,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7
3476,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
3477,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
3478,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7
3479,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
3480,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7
3481,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7
3482,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
3483,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
3484,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7
3485,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7
3486,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7
3487,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7
3488,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7
3489,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7
3490,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
3491,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7
3492,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
3493,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
3494,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7
3495,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7
3496,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3497,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3498,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3499,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3500,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3501,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3502,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
3503,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7
3504,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,7
3505,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7
3506,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7
3507,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7
3508,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
3509,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
3510,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
3511,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
3512,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7
3513,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,7
3514,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
3515,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
3516,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
3517,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7
3518,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
3519,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
3520,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
3521,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
3522,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7
3523,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7
3524,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7
3525,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
3526,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7
3527,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7
3528,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7
3529,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7
3530,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7
3531,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7
3532,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7
3533,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
3534,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7
3535,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7
3536,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
3537,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
3538,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
3539,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7
3540,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
3541,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
3542,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
3543,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
3544,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7
3545,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
3546,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
3547,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
3548,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
3549,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
3550,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7
3551,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7
3552,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3553,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3554,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3555,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3556,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3557,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3558,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3559,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7
3560,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7
3561,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7
3562,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
3563,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
3564,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
3565,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3566,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3567,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3568,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
3569,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
3570,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3571,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7
3572,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7
3573,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
3574,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7
3575,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7
3576,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7
3577,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7
3578,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7
3579,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
3580,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
3581,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7
3582,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
3583,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
3584,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7
3585,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7
3586,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7
3587,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7
3588,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7
3589,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7
3590,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7
3591,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
3592,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
3593,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7
3594,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
3595,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7
3596,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7
3597,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
3598,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
3599,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
3600,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
3601,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
3602,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7
3603,6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,7
3604,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
3605,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7
3606,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
3607,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
3608,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
3609,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
3610,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
3611,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7
3612,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
3613,5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7
3614,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7
3615,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
3616,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
3617,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
3618,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
3619,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
3620,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
3621,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
3622,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7
3623,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
3624,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,7
3625,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7
3626,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,7
3627,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7
3628,6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7
